founder,replicate,day,cfuml,percent_large,percent_small,percent_total,frac_large,frac_small,num_large,num_small
SBW25,3,0,1766666667,100,0,100,1,0,1766666667,0
SBW25,4,0,1986666667,100,0,100,1,0,1986666667,0
delserCGA,3,0,686666666.7,0,100,100,0,1,0,686666666.7
delserCGA,4,0,1406666667,0,100,100,0,1,0,1406666667
delEGEG,3,0,800000000,0,100,100,0,1,0,800000000
delEGEG,4,0,740000000,0,100,100,0,1,0,740000000
SBW25,3,1,3173333333,100,0,100,1,0,3173333333,0
SBW25,4,1,3593333333,100,0,100,1,0,3593333333,0
delserCGA,3,1,3773333333,0,100,100,0,1,0,3773333333
delserCGA,4,1,5586666667,0,100,100,0,1,0,5586666667
delEGEG,3,1,2533333333,0,100,100,0,1,0,2533333333
delEGEG,4,1,2340000000,0,100,100,0,1,0,2340000000
SBW25,3,2,1720000000,100,0,100,1,0,1720000000,0
SBW25,4,2,1860000000,100,0,100,1,0,1860000000,0
delserCGA,3,2,2186666667,0,100,100,0,1,0,2186666667
delserCGA,4,2,2380000000,0,100,100,0,1,0,2380000000
delEGEG,3,2,1773333333,0,100,100,0,1,0,1773333333
delEGEG,4,2,2090000000,0,100,100,0,1,0,2090000000
SBW25,3,3,2752000000,100,0,100,1,0,2752000000,0
SBW25,4,3,2912000000,100,0,100,1,0,2912000000,0
delserCGA,3,3,3112000000,0,100,100,0,1,0,3112000000
delserCGA,4,3,2904000000,0,100,100,0,1,0,2904000000
delEGEG,3,3,2632000000,0,100,100,0,1,0,2632000000
delEGEG,4,3,2744000000,0,100,100,0,1,0,2744000000
SBW25,3,4,5104000000,99.68652038,0.313479624,100,0.996865204,0.003134796,5088000000,16000000
SBW25,4,4,5976000000,99.59839357,0.401606426,100,0.995983936,0.004016064,5952000000,24000000
delserCGA,3,4,4504000000,0.177619893,99.82238011,100,0.001776199,0.998223801,8000000,4496000000
delserCGA,4,4,4504000000,0.355239787,99.64476021,100,0.003552398,0.996447602,16000000,4488000000
delEGEG,3,4,5144000000,0.933125972,99.06687403,100,0.00933126,0.99066874,48000000,5096000000
delEGEG,4,4,3776000000,0.423728814,99.57627119,100,0.004237288,0.995762712,16000000,3760000000
SBW25,3,6,2280000000,100,0,100,1,0,2280000000,0
SBW25,4,6,2016000000,100,0,100,1,0,2016000000,0
delserCGA,3,6,1768000000,2.262443439,97.73755656,100,0.022624434,0.977375566,40000000,1728000000
delserCGA,4,6,1496000000,0.534759358,99.46524064,100,0.005347594,0.994652406,8000000,1488000000
delEGEG,3,6,3706666667,0,100,100,0,1,0,3706666667
delEGEG,4,6,2704000000,0,100,100,0,1,0,2704000000
SBW25,3,7,3344000000,100,0,100,1,0,3344000000,0
SBW25,4,7,4096000000,100,0,100,1,0,4096000000,0
delserCGA,3,7,2408000000,4.318936877,95.68106312,100,0.043189369,0.956810631,104000000,2304000000
delserCGA,4,7,2384000000,3.355704698,96.6442953,100,0.033557047,0.966442953,80000000,2304000000
delEGEG,3,7,4064000000,0.196850394,99.80314961,100,0.001968504,0.998031496,8000000,4056000000
delEGEG,4,7,4424000000,0.361663653,99.63833635,100,0.003616637,0.996383363,16000000,4408000000
SBW25,3,8,2216000000,100,0,100,1,0,2216000000,0
SBW25,4,8,1792000000,100,0,100,1,0,1792000000,0
delserCGA,3,8,1464000000,15.30054645,84.69945355,100,0.153005464,0.846994536,224000000,1240000000
delserCGA,4,8,1128000000,14.89361702,85.10638298,100,0.14893617,0.85106383,168000000,960000000
delEGEG,3,8,2512000000,0.318471338,99.68152866,100,0.003184713,0.996815287,8000000,2504000000
delEGEG,4,8,1160000000,0,100,100,0,1,0,1160000000
SBW25,3,9,2160000000,100,0,100,1,0,2160000000,0
SBW25,4,9,2456000000,100,0,100,1,0,2456000000,0
delserCGA,3,9,1888000000,40.25423729,59.74576271,100,0.402542373,0.597457627,760000000,1128000000
delserCGA,4,9,1432000000,36.31284916,63.68715084,100,0.363128492,0.636871508,520000000,912000000
delEGEG,3,9,1704000000,2.34741784,97.65258216,100,0.023474178,0.976525822,40000000,1664000000
delEGEG,4,9,1840000000,2.608695652,97.39130435,100,0.026086957,0.973913043,48000000,1792000000
SBW25,3,10,2320000000,100,0,100,1,0,2320000000,0
SBW25,4,10,2240000000,100,0,100,1,0,2240000000,0
delserCGA,3,10,1392000000,56.32183908,43.67816092,100,0.563218391,0.436781609,784000000,608000000
delserCGA,4,10,1488000000,58.06451613,41.93548387,100,0.580645161,0.419354839,864000000,624000000
delEGEG,3,10,1464000000,7.650273224,92.34972678,100,0.076502732,0.923497268,112000000,1352000000
delEGEG,4,10,1640000000,7.804878049,92.19512195,100,0.07804878,0.92195122,128000000,1512000000
SBW25,3,11,2024000000,99.60474308,0.395256917,100,0.996047431,0.003952569,2016000000,8000000
SBW25,4,11,2632000000,99.39209726,0.607902736,100,0.993920973,0.006079027,2616000000,16000000
delserCGA,3,11,1864000000,64.3776824,35.6223176,100,0.643776824,0.356223176,1200000000,664000000
delserCGA,4,11,1888000000,72.88135593,27.11864407,100,0.728813559,0.271186441,1376000000,512000000
delEGEG,3,11,2112000000,11.74242424,88.25757576,100,0.117424242,0.882575758,248000000,1864000000
delEGEG,4,11,1856000000,16.37931034,83.62068966,100,0.163793103,0.836206897,304000000,1552000000
SBW25,3,12,2328000000,100,0,100,1,0,2328000000,0
SBW25,4,12,2240000000,100,0,100,1,0,2240000000,0
delserCGA,3,12,2216000000,73.28519856,26.71480144,100,0.732851986,0.267148014,1624000000,592000000
delserCGA,4,12,2213333333,74.09638554,25.90361446,100,0.740963855,0.259036145,1640000000,573333333.3
delEGEG,3,12,2013333333,28.47682119,71.52317881,100,0.284768212,0.715231788,573333333.3,1440000000
